Date,Day,Meal_Type,Dish_Name,Meal_Type_Code,Dish_Code,Day_Code,Year,Month,Week,DayOfYear,Day_of_Week_Num,Is_Weekend,Student_Count,Event_Flag,Vacation_Flag,Servings_Lag_1,Dish_Avg_3,Predicted_Servings
2026-01-01,Thursday,Breakfast,Masala Dosa,0,77,4,2026,1,1,1,3,0,1948,0,0,1310.0,1130.6666666666667,200
2026-01-01,Thursday,Breakfast,Vegetable Sandwich,0,142,4,2026,1,1,1,3,0,1948,0,0,228.0,265.0,184
2026-01-01,Thursday,Lunch,Theeyal,2,134,4,2026,1,1,1,3,0,1948,0,0,294.0,207.66666666666666,220
2026-01-01,Thursday,Lunch,Veg Kolhapuri,2,141,4,2026,1,1,1,3,0,1948,0,0,145.0,691.3333333333334,143
2026-01-01,Thursday,Lunch,Lauki ke Kofte,2,72,4,2026,1,1,1,3,0,1948,0,0,208.0,632.3333333333334,587
2026-01-01,Thursday,Lunch,Navrattan Korma,2,93,4,2026,1,1,1,3,0,1948,0,0,105.0,571.6666666666666,186
2026-01-01,Thursday,Lunch,Mushroom Matar,2,90,4,2026,1,1,1,3,0,1948,0,0,304.0,764.3333333333334,193
2026-01-01,Thursday,Lunch,Lobiya,2,74,4,2026,1,1,1,3,0,1948,0,0,1301.0,610.0,518
2026-01-01,Thursday,Lunch,Poriyal,2,109,4,2026,1,1,1,3,0,1948,0,0,2840.0,1113.3333333333333,1680
2026-01-01,Thursday,Lunch,Kheer,2,62,4,2026,1,1,1,3,0,1948,0,0,112.0,145.66666666666666,320
2026-01-01,Thursday,Snacks,Sev Tameta,3,124,4,2026,1,1,1,3,0,1948,0,0,4912.0,4700.333333333333,776
2026-01-01,Thursday,Dinner,Dum Aloo,1,38,4,2026,1,1,1,3,0,1948,0,0,61.0,82.66666666666667,406
2026-01-01,Thursday,Dinner,Methi Saag,1,81,4,2026,1,1,1,3,0,1948,0,0,945.0,357.0,471
2026-01-01,Thursday,Dinner,Kheer,1,62,4,2026,1,1,1,3,0,1948,0,0,142.0,125.33333333333333,302
2026-01-01,Thursday,Dinner,Dalithoy,1,34,4,2026,1,1,1,3,0,1948,0,0,42.0,244.33333333333334,477
2026-01-01,Thursday,Dinner,Bhindi Masala,1,13,4,2026,1,1,1,3,0,1948,0,0,181.0,455.6666666666667,528
2026-01-01,Thursday,Dinner,Baingan Bharta,1,10,4,2026,1,1,1,3,0,1948,0,0,70.0,359.0,663
2026-01-01,Thursday,Dinner,Mushroom Matar,1,90,4,2026,1,1,1,3,0,1948,0,0,162.0,270.3333333333333,283
2026-01-01,Thursday,Dinner,Keerai Koottu,1,58,4,2026,1,1,1,3,0,1948,0,0,39.0,75.66666666666667,326
2026-01-01,Thursday,Dinner,Lauki ke Kofte,1,72,4,2026,1,1,1,3,0,1948,0,0,454.0,462.3333333333333,726
2026-01-01,Thursday,Breakfast,Bora Sawul,0,15,4,2026,1,1,1,3,0,1948,0,0,294.0,634.0,313
2026-01-01,Thursday,Breakfast,Chole Bhature,0,25,4,2026,1,1,1,3,0,1948,0,0,309.0,205.66666666666666,446
2026-01-01,Thursday,Breakfast,Paratha,0,103,4,2026,1,1,1,3,0,1948,0,0,233.0,315.6666666666667,177
2026-01-01,Thursday,Breakfast,Neer Dosa,0,94,4,2026,1,1,1,3,0,1948,0,0,202.0,883.0,150
2026-01-01,Thursday,Breakfast,Set Dosa,0,122,4,2026,1,1,1,3,0,1948,0,0,892.0,502.6666666666667,444
2026-01-01,Thursday,Lunch,Gatte ki Sabzi,2,43,4,2026,1,1,1,3,0,1948,0,0,81.0,1209.6666666666667,295
2026-01-01,Thursday,Lunch,Shukto,2,129,4,2026,1,1,1,3,0,1948,0,0,322.0,428.6666666666667,205
2026-01-01,Thursday,Lunch,Kadhi Pakoda,2,56,4,2026,1,1,1,3,0,1948,0,0,204.0,2006.6666666666667,239
2026-01-01,Thursday,Lunch,Rasam,2,113,4,2026,1,1,1,3,0,1948,0,0,3419.0,1319.3333333333333,1722
2026-01-01,Thursday,Lunch,Aloo Phalliyaan,2,4,4,2026,1,1,1,3,0,1948,0,0,1506.0,716.6666666666666,1330
2026-01-01,Thursday,Lunch,Dum Aloo,2,38,4,2026,1,1,1,3,0,1948,0,0,80.0,202.66666666666666,402
2026-01-01,Thursday,Snacks,Muthiya,3,91,4,2026,1,1,1,3,0,1948,0,0,517.0,1523.6666666666667,723
2026-01-01,Thursday,Snacks,Chaat,3,18,4,2026,1,1,1,3,0,1948,0,0,300.0,452.6666666666667,1549
2026-01-01,Thursday,Dinner,Aloo Phalliyaan,1,4,4,2026,1,1,1,3,0,1948,0,0,252.0,257.6666666666667,1258
2026-01-01,Thursday,Dinner,Chapati,1,21,4,2026,1,1,1,3,0,1948,0,0,61.0,220.0,519
2026-01-01,Thursday,Dinner,Mishti Chholar Dal,1,85,4,2026,1,1,1,3,0,1948,0,0,628.0,235.33333333333334,630
2026-01-01,Thursday,Dinner,Khichdi,1,63,4,2026,1,1,1,3,0,1948,0,0,1114.0,857.3333333333334,703
2026-01-01,Thursday,Breakfast,Oondees,0,96,4,2026,1,1,1,3,0,1948,0,0,541.0,900.6666666666666,240
2026-01-01,Thursday,Breakfast,Ragi Dosa,0,111,4,2026,1,1,1,3,0,1948,0,0,214.0,199.0,234
2026-01-01,Thursday,Breakfast,Poori,0,108,4,2026,1,1,1,3,0,1948,0,0,230.0,234.66666666666666,210
2026-01-01,Thursday,Breakfast,Dosa,0,37,4,2026,1,1,1,3,0,1948,0,0,70.0,346.3333333333333,1169
2026-01-01,Thursday,Lunch,Daal Dhokli,2,29,4,2026,1,1,1,3,0,1948,0,0,87.0,1169.3333333333333,291
2026-01-01,Thursday,Lunch,Aloo Shimla Mirch,2,5,4,2026,1,1,1,3,0,1948,0,0,115.0,115.66666666666667,1630
2026-01-01,Thursday,Lunch,Kuzhambu,2,71,4,2026,1,1,1,3,0,1948,0,0,786.0,901.6666666666666,270
2026-01-01,Thursday,Lunch,Kofta,2,66,4,2026,1,1,1,3,0,1948,0,0,214.0,610.3333333333334,251
2026-01-01,Thursday,Snacks,Thalipeeth,3,132,4,2026,1,1,1,3,0,1948,0,0,186.0,634.0,794
2026-01-01,Thursday,Snacks,Kodubale,3,65,4,2026,1,1,1,3,0,1948,0,0,427.0,295.3333333333333,1117
2026-01-01,Thursday,Dinner,Mushroom Do Pyaza,1,89,4,2026,1,1,1,3,0,1948,0,0,260.0,362.3333333333333,199
2026-01-01,Thursday,Dinner,Kadai Paneer,1,55,4,2026,1,1,1,3,0,1948,0,0,95.0,141.0,343
2026-01-01,Thursday,Dinner,Sambar,1,118,4,2026,1,1,1,3,0,1948,0,0,1341.0,1368.6666666666667,1795
2026-01-01,Thursday,Dinner,Dal Makhani,1,32,4,2026,1,1,1,3,0,1948,0,0,240.0,238.0,413
2026-01-01,Thursday,Dinner,Veg Biryani,1,140,4,2026,1,1,1,3,0,1948,0,0,341.0,463.6666666666667,848
2026-01-01,Thursday,Dinner,Aloo Tuk,1,7,4,2026,1,1,1,3,0,1948,0,0,3550.0,1569.3333333333333,775
2026-01-01,Thursday,Dinner,Palak Paneer,1,98,4,2026,1,1,1,3,0,1948,0,0,2485.0,1624.3333333333333,1449
2026-01-01,Thursday,Breakfast,Cheera Doi,0,23,4,2026,1,1,1,3,0,1948,0,0,95.0,1359.3333333333333,246
2026-01-01,Thursday,Lunch,Veg Biryani,2,140,4,2026,1,1,1,3,0,1948,0,0,283.0,246.66666666666666,925
2026-01-01,Thursday,Lunch,Sambar,2,118,4,2026,1,1,1,3,0,1948,0,0,1723.0,771.6666666666666,2077
2026-01-01,Thursday,Lunch,Dal Makhani,2,32,4,2026,1,1,1,3,0,1948,0,0,49.0,129.33333333333334,483
2026-01-01,Thursday,Lunch,Matar Paneer,2,79,4,2026,1,1,1,3,0,1948,0,0,315.0,1161.6666666666667,159
2026-01-01,Thursday,Lunch,Chaulai Saag,2,22,4,2026,1,1,1,3,0,1948,0,0,2106.0,1883.0,206
2026-01-01,Thursday,Lunch,Dal Tadka,2,33,4,2026,1,1,1,3,0,1948,0,0,391.0,495.6666666666667,1374
2026-01-01,Thursday,Snacks,Coffee,3,27,4,2026,1,1,1,3,0,1948,0,0,191.0,273.0,1629
2026-01-01,Thursday,Dinner,Matar Paneer,1,79,4,2026,1,1,1,3,0,1948,0,0,818.0,528.0,354
2026-01-01,Thursday,Dinner,Ennai Kathirikkai,1,39,4,2026,1,1,1,3,0,1948,0,0,284.0,731.3333333333334,295
2026-01-01,Thursday,Dinner,Avial,1,9,4,2026,1,1,1,3,0,1948,0,0,144.0,679.6666666666666,620
2026-01-01,Thursday,Dinner,Masoor Dal,1,78,4,2026,1,1,1,3,0,1948,0,0,118.0,222.0,248
2026-01-01,Thursday,Breakfast,Sabudana Khichadi,0,117,4,2026,1,1,1,3,0,1948,0,0,763.0,1234.6666666666667,451
2026-01-01,Thursday,Breakfast,Medu Vada,0,80,4,2026,1,1,1,3,0,1948,0,0,322.0,638.0,206
2026-01-01,Thursday,Lunch,Koottu,2,67,4,2026,1,1,1,3,0,1948,0,0,469.0,1578.0,202
2026-01-01,Thursday,Lunch,Baingan Bharta,2,10,4,2026,1,1,1,3,0,1948,0,0,4447.0,1687.6666666666667,907
2026-01-01,Thursday,Lunch,Rajma,2,112,4,2026,1,1,1,3,0,1948,0,0,486.0,273.3333333333333,2060
2026-01-01,Thursday,Snacks,Aloo Tikki,3,6,4,2026,1,1,1,3,0,1948,0,0,530.0,593.0,1445
2026-01-01,Thursday,Snacks,Naan Khatai,3,92,4,2026,1,1,1,3,0,1948,0,0,3140.0,3457.6666666666665,1378
2026-01-01,Thursday,Dinner,Theeyal,1,134,4,2026,1,1,1,3,0,1948,0,0,233.0,300.3333333333333,138
2026-01-01,Thursday,Dinner,Dal Tadka,1,33,4,2026,1,1,1,3,0,1948,0,0,657.0,1011.3333333333334,1047
2026-01-01,Thursday,Breakfast,Wheat Upma,0,143,4,2026,1,1,1,3,0,1948,0,0,886.0,1442.6666666666667,297
2026-01-01,Thursday,Lunch,Dalithoy,2,34,4,2026,1,1,1,3,0,1948,0,0,2678.0,1049.3333333333333,914
2026-01-01,Thursday,Lunch,Olan,2,95,4,2026,1,1,1,3,0,1948,0,0,724.0,377.3333333333333,417
2026-01-01,Thursday,Lunch,Green Salad,2,46,4,2026,1,1,1,3,0,1948,0,0,275.0,193.66666666666666,389
2026-01-01,Thursday,Lunch,Aloo Matar,2,2,4,2026,1,1,1,3,0,1948,0,0,151.0,980.3333333333334,1462
2026-01-01,Thursday,Snacks,Khaman,3,60,4,2026,1,1,1,3,0,1948,0,0,1666.0,800.6666666666666,1138
2026-01-01,Thursday,Dinner,Mix Veg Curry,1,87,4,2026,1,1,1,3,0,1948,0,0,1925.0,928.0,355
2026-01-01,Thursday,Dinner,Poriyal,1,109,4,2026,1,1,1,3,0,1948,0,0,269.0,260.0,189
2026-01-01,Thursday,Dinner,Lobiya,1,74,4,2026,1,1,1,3,0,1948,0,0,150.0,388.3333333333333,218
2026-01-01,Thursday,Dinner,Karela Bharta,1,57,4,2026,1,1,1,3,0,1948,0,0,134.0,231.66666666666666,1110
2026-01-01,Thursday,Breakfast,Hando Guri,0,47,4,2026,1,1,1,3,0,1948,0,0,264.0,174.33333333333334,417
2026-01-01,Thursday,Breakfast,Paniyaram,0,101,4,2026,1,1,1,3,0,1948,0,0,1007.0,640.3333333333334,363
2026-01-01,Thursday,Lunch,Karela Bharta,2,57,4,2026,1,1,1,3,0,1948,0,0,2709.0,1444.6666666666667,1157
2026-01-01,Thursday,Lunch,Curd Rice,2,28,4,2026,1,1,1,3,0,1948,0,0,110.0,228.33333333333334,481
2026-01-01,Thursday,Lunch,Chapati,2,21,4,2026,1,1,1,3,0,1948,0,0,267.0,1751.0,368
2026-01-01,Thursday,Lunch,Khichdi,2,63,4,2026,1,1,1,3,0,1948,0,0,267.0,267.6666666666667,699
2026-01-01,Thursday,Lunch,Mushroom Do Pyaza,2,89,4,2026,1,1,1,3,0,1948,0,0,271.0,209.0,269
2026-01-01,Thursday,Snacks,Mirchi Bada,3,84,4,2026,1,1,1,3,0,1948,0,0,422.0,746.3333333333334,1144
2026-01-01,Thursday,Dinner,Rasam,1,113,4,2026,1,1,1,3,0,1948,0,0,134.0,266.0,193
2026-01-01,Thursday,Dinner,Kuzhambu,1,71,4,2026,1,1,1,3,0,1948,0,0,425.0,275.3333333333333,368
2026-01-01,Thursday,Dinner,Gobhi Matar,1,44,4,2026,1,1,1,3,0,1948,0,0,732.0,380.3333333333333,395
2026-01-01,Thursday,Dinner,Khoya Paneer,1,64,4,2026,1,1,1,3,0,1948,0,0,859.0,516.6666666666666,344
2026-01-01,Thursday,Dinner,Jeera Aloo,1,51,4,2026,1,1,1,3,0,1948,0,0,253.0,257.0,324
2026-01-01,Thursday,Dinner,Kofta,1,66,4,2026,1,1,1,3,0,1948,0,0,461.0,241.33333333333334,442
2026-01-01,Thursday,Dinner,Kos Kootu,1,68,4,2026,1,1,1,3,0,1948,0,0,738.0,439.0,338
2026-01-01,Thursday,Breakfast,Kumol Sawul,0,69,4,2026,1,1,1,3,0,1948,0,0,482.0,377.3333333333333,288
2026-01-01,Thursday,Lunch,Masoor Dal,2,78,4,2026,1,1,1,3,0,1948,0,0,106.0,178.66666666666666,230
2026-01-01,Thursday,Lunch,Aloo Gobi,2,1,4,2026,1,1,1,3,0,1948,0,0,222.0,128.33333333333334,2055
2026-01-01,Thursday,Dinner,Gatte ki Sabzi,1,43,4,2026,1,1,1,3,0,1948,0,0,230.0,120.0,371
2026-01-01,Thursday,Dinner,Shahi Paneer,1,126,4,2026,1,1,1,3,0,1948,0,0,714.0,311.3333333333333,571
2026-01-01,Thursday,Lunch,Kadai Paneer,2,55,4,2026,1,1,1,3,0,1948,0,0,1009.0,570.0,414
2026-01-01,Thursday,Lunch,Methi Saag,2,81,4,2026,1,1,1,3,0,1948,0,0,238.0,1268.3333333333333,180
2026-01-01,Thursday,Lunch,Pachadi,2,97,4,2026,1,1,1,3,0,1948,0,0,262.0,1085.6666666666667,151
2026-01-01,Thursday,Lunch,Paneer Butter Masala,2,99,4,2026,1,1,1,3,0,1948,0,0,146.0,1629.0,1477
2026-01-01,Thursday,Snacks,Dhokla,3,35,4,2026,1,1,1,3,0,1948,0,0,237.0,178.33333333333334,1630
2026-01-01,Thursday,Dinner,Chana Masala,1,20,4,2026,1,1,1,3,0,1948,0,0,311.0,168.66666666666666,2115
2026-01-01,Thursday,Breakfast,Aloo Paratha,0,3,4,2026,1,1,1,3,0,1948,0,0,306.0,304.3333333333333,1497
2026-01-01,Thursday,Lunch,Ennai Kathirikkai,2,39,4,2026,1,1,1,3,0,1948,0,0,368.0,366.0,370
2026-01-01,Thursday,Snacks,Dabeli,3,30,4,2026,1,1,1,3,0,1948,0,0,5875.0,2440.3333333333335,1499
2026-01-01,Thursday,Dinner,Kadhi Pakoda,1,56,4,2026,1,1,1,3,0,1948,0,0,74.0,247.0,298
2026-01-01,Thursday,Dinner,Undhiyu,1,137,4,2026,1,1,1,3,0,1948,0,0,303.0,1033.0,111
2026-01-01,Thursday,Dinner,Jeera Rice,1,52,4,2026,1,1,1,3,0,1948,0,0,39.0,2195.0,383
2026-01-01,Thursday,Lunch,Batata Saung,2,11,4,2026,1,1,1,3,0,1948,0,0,6801.0,2536.6666666666665,1062
2026-01-01,Thursday,Snacks,Chakri,3,19,4,2026,1,1,1,3,0,1948,0,0,92.0,411.3333333333333,2075
2026-01-01,Thursday,Snacks,Shakarpara,3,127,4,2026,1,1,1,3,0,1948,0,0,456.0,478.6666666666667,892
2026-01-01,Thursday,Dinner,Paneer Butter Masala,1,99,4,2026,1,1,1,3,0,1948,0,0,350.0,699.6666666666666,1130
2026-01-01,Thursday,Dinner,Batata Saung,1,11,4,2026,1,1,1,3,0,1948,0,0,2079.0,1540.0,460
2026-01-01,Thursday,Breakfast,Appam,0,8,4,2026,1,1,1,3,0,1948,0,0,922.0,992.6666666666666,476
2026-01-01,Thursday,Lunch,Palak Paneer,2,98,4,2026,1,1,1,3,0,1948,0,0,107.0,1214.0,1507
2026-01-01,Thursday,Lunch,Fruit Custard,2,42,4,2026,1,1,1,3,0,1948,0,0,3806.0,2098.0,907
2026-01-01,Thursday,Lunch,Undhiyu,2,137,4,2026,1,1,1,3,0,1948,0,0,192.0,362.0,160
2026-01-01,Thursday,Snacks,Kachori,3,54,4,2026,1,1,1,3,0,1948,0,0,65.0,123.66666666666667,1543
2026-01-01,Thursday,Snacks,Farsi Puri,3,40,4,2026,1,1,1,3,0,1948,0,0,45.0,121.66666666666667,1681
2026-01-01,Thursday,Dinner,Mag Dhokli,1,75,4,2026,1,1,1,3,0,1948,0,0,199.0,1410.0,188
2026-01-01,Thursday,Dinner,Navrattan Korma,1,93,4,2026,1,1,1,3,0,1948,0,0,1338.0,909.0,310
2026-01-01,Thursday,Lunch,Kos Kootu,2,68,4,2026,1,1,1,3,0,1948,0,0,101.0,2074.6666666666665,235
2026-01-01,Thursday,Lunch,Gobhi Matar,2,44,4,2026,1,1,1,3,0,1948,0,0,317.0,516.6666666666666,377
2026-01-01,Thursday,Snacks,Pav Bhaji,3,105,4,2026,1,1,1,3,0,1948,0,0,191.0,1196.3333333333333,962
2026-01-01,Thursday,Snacks,Pani Puri,3,100,4,2026,1,1,1,3,0,1948,0,0,1233.0,580.0,943
2026-01-01,Thursday,Dinner,Pav Bhaji,1,105,4,2026,1,1,1,3,0,1948,0,0,183.0,807.6666666666666,147
2026-01-01,Thursday,Dinner,Aloo Matar,1,2,4,2026,1,1,1,3,0,1948,0,0,145.0,886.6666666666666,1287
2026-01-01,Thursday,Lunch,Kaara Kozhambu,2,53,4,2026,1,1,1,3,0,1948,0,0,4080.0,1826.3333333333333,832
2026-01-01,Thursday,Snacks,Sev Khamani,3,123,4,2026,1,1,1,3,0,1948,0,0,307.0,341.3333333333333,813
2026-01-01,Thursday,Snacks,Sandwich,3,121,4,2026,1,1,1,3,0,1948,0,0,153.0,577.3333333333334,873
2026-01-01,Thursday,Dinner,Green Salad,1,46,4,2026,1,1,1,3,0,1948,0,0,100.0,69.66666666666667,381
2026-01-01,Thursday,Breakfast,Rava Dosa,0,115,4,2026,1,1,1,3,0,1948,0,0,365.0,1123.0,135
2026-01-01,Thursday,Lunch,Chana Masala,2,20,4,2026,1,1,1,3,0,1948,0,0,1381.0,1984.0,1899
2026-01-01,Thursday,Lunch,Aloo Tuk,2,7,4,2026,1,1,1,3,0,1948,0,0,277.0,201.0,888
2026-01-01,Thursday,Snacks,Sandige,3,120,4,2026,1,1,1,3,0,1948,0,0,6257.0,2133.3333333333335,1064
2026-01-01,Thursday,Dinner,Aloo Shimla Mirch,1,5,4,2026,1,1,1,3,0,1948,0,0,82.0,742.6666666666666,1111
2026-01-01,Thursday,Lunch,Shahi Paneer,2,126,4,2026,1,1,1,3,0,1948,0,0,262.0,1024.0,146
2026-01-01,Thursday,Breakfast,Thepla,0,135,4,2026,1,1,1,3,0,1948,0,0,66.0,229.66666666666666,188
2026-01-01,Thursday,Breakfast,Sevai,0,125,4,2026,1,1,1,3,0,1948,0,0,589.0,2022.3333333333333,313
2026-01-01,Thursday,Snacks,Rasya Muthia,3,114,4,2026,1,1,1,3,0,1948,0,0,595.0,1431.6666666666667,835
2026-01-01,Thursday,Dinner,Jalfrezi,1,50,4,2026,1,1,1,3,0,1948,0,0,140.0,197.66666666666666,369
2026-01-01,Thursday,Snacks,Tea,3,131,4,2026,1,1,1,3,0,1948,0,0,1501.0,1121.3333333333333,997
2026-01-01,Thursday,Snacks,Patra,3,104,4,2026,1,1,1,3,0,1948,0,0,193.0,255.0,952
2026-01-01,Thursday,Dinner,Fruit Custard,1,42,4,2026,1,1,1,3,0,1948,0,0,200.0,462.3333333333333,346
2026-01-01,Thursday,Breakfast,Hurum,0,48,4,2026,1,1,1,3,0,1948,0,0,1286.0,552.6666666666666,439
2026-01-01,Thursday,Lunch,Mix Veg Curry,2,87,4,2026,1,1,1,3,0,1948,0,0,1412.0,600.3333333333334,466
2026-01-01,Thursday,Lunch,Pav Bhaji,2,105,4,2026,1,1,1,3,0,1948,0,0,3106.0,1117.6666666666667,1776
2026-01-01,Thursday,Lunch,Avial,2,9,4,2026,1,1,1,3,0,1948,0,0,1812.0,1340.3333333333333,730
2026-01-01,Thursday,Snacks,Samosa,3,119,4,2026,1,1,1,3,0,1948,0,0,213.0,2012.6666666666667,1039
2026-01-01,Thursday,Snacks,Spring Rolls,3,130,4,2026,1,1,1,3,0,1948,0,0,2341.0,1430.6666666666667,651
2026-01-01,Thursday,Snacks,Chorafali,3,26,4,2026,1,1,1,3,0,1948,0,0,473.0,235.0,1511
2026-01-01,Thursday,Lunch,Mixed Veg Curry,2,88,4,2026,1,1,1,3,0,1948,0,0,32.0,126.0,254
2026-01-01,Thursday,Snacks,Lilva Kachori,3,73,4,2026,1,1,1,3,0,1948,0,0,126.0,250.0,1336
2026-01-01,Thursday,Dinner,Curd Rice,1,28,4,2026,1,1,1,3,0,1948,0,0,1986.0,742.6666666666666,396
2026-01-01,Thursday,Lunch,Turiya Patra Vatana Sabji,2,136,4,2026,1,1,1,3,0,1948,0,0,1341.0,1682.6666666666667,695
2026-01-01,Thursday,Dinner,Kaara Kozhambu,1,53,4,2026,1,1,1,3,0,1948,0,0,53.0,229.33333333333334,341
2026-01-01,Thursday,Lunch,Keerai Koottu,2,58,4,2026,1,1,1,3,0,1948,0,0,293.0,351.3333333333333,258
2026-01-01,Thursday,Snacks,Bonda,3,14,4,2026,1,1,1,3,0,1948,0,0,859.0,1265.6666666666667,1254
2026-01-01,Thursday,Dinner,Koottu,1,67,4,2026,1,1,1,3,0,1948,0,0,821.0,507.6666666666667,344
2026-01-01,Thursday,Dinner,Turiya Patra Vatana Sabji,1,136,4,2026,1,1,1,3,0,1948,0,0,604.0,306.6666666666667,493
2026-01-01,Thursday,Dinner,Aloo Gobi,1,1,4,2026,1,1,1,3,0,1948,0,0,160.0,121.66666666666667,1798
2026-01-01,Thursday,Snacks,Khakhra,3,59,4,2026,1,1,1,3,0,1948,0,0,3416.0,2148.0,1296
2026-01-01,Thursday,Snacks,Milk,3,83,4,2026,1,1,1,3,0,1948,0,0,1044.0,666.6666666666666,1266
2026-01-01,Thursday,Dinner,Daal Dhokli,1,29,4,2026,1,1,1,3,0,1948,0,0,61.0,709.6666666666666,352
2026-01-01,Thursday,Snacks,Bread Pakoda,3,16,4,2026,1,1,1,3,0,1948,0,0,279.0,236.33333333333334,1784
2026-01-01,Thursday,Snacks,Missi Roti,3,86,4,2026,1,1,1,3,0,1948,0,0,250.0,1614.3333333333333,796
2026-01-01,Thursday,Snacks,Maggi,3,76,4,2026,1,1,1,3,0,1948,0,0,4231.0,1569.0,1106
2026-01-01,Thursday,Snacks,Bhajji,3,12,4,2026,1,1,1,3,0,1948,0,0,64.0,111.33333333333333,1940
2026-01-01,Thursday,Snacks,Dahi Vada,3,31,4,2026,1,1,1,3,0,1948,0,0,1143.0,1776.0,1249
2026-01-01,Thursday,Snacks,Chevdo,3,24,4,2026,1,1,1,3,0,1948,0,0,240.0,459.6666666666667,1472
2026-01-01,Thursday,Snacks,Thattai,3,133,4,2026,1,1,1,3,0,1948,0,0,449.0,308.0,1019
2026-01-01,Thursday,Snacks,Khandvi,3,61,4,2026,1,1,1,3,0,1948,0,0,957.0,771.6666666666666,1206
2026-01-01,Thursday,Snacks,Papad,3,102,4,2026,1,1,1,3,0,1948,0,0,134.0,1015.6666666666666,954
2026-01-01,Thursday,Snacks,Bread Pakora,3,17,4,2026,1,1,1,3,0,1948,0,0,571.0,423.3333333333333,1517
2026-01-01,Thursday,Dinner,Chaulai Saag,1,22,4,2026,1,1,1,3,0,1948,0,0,244.0,250.33333333333334,398
2026-01-01,Thursday,Snacks,Methi na Gota,3,82,4,2026,1,1,1,3,0,1948,0,0,824.0,855.0,1045
2026-01-01,Thursday,Snacks,Shankarpali,3,128,4,2026,1,1,1,3,0,1948,0,0,216.0,251.66666666666666,920
2026-01-01,Thursday,Snacks,French Fries,3,41,4,2026,1,1,1,3,0,1948,0,0,682.0,616.3333333333334,1209
2026-01-01,Thursday,Snacks,Goli Bajje,3,45,4,2026,1,1,1,3,0,1948,0,0,201.0,607.0,1200
2026-01-02,Friday,Breakfast,Pongal,0,107,0,2026,1,1,2,4,0,1948,0,0,2082.0,1351.0,987
2026-01-02,Friday,Breakfast,Akki Rotti,0,0,0,2026,1,1,2,4,0,1948,0,0,5385.0,2093.3333333333335,1573
