Date,Student_Count,Event_Flag,Vacation_Flag,Breakfast,Dinner,Lunch,Snacks,Total_Daily_Servings,Cluster,PCA1,PCA2
2022-03-06,3578,0,0,3558,7133,9406,3362,23459,0,-0.06630055398810095,-0.4643769981654454
2022-03-07,3945,0,0,4195,9751,10742,3593,28281,3,1.174461231291197,-0.9223043648451829
2022-03-08,3456,0,0,5760,7134,7766,2996,23656,0,0.12540448323789274,0.5882623741870823
2022-03-09,3666,0,0,3852,8086,8279,4123,24340,0,0.3292888133208351,-0.4812258343022721
2022-03-10,3405,0,0,3888,5842,8974,3467,22171,0,-0.3609892410064666,0.0601199877031224
2022-03-11,4303,1,0,5589,11203,12386,4566,33744,1,2.7084089376674885,-0.6818628055685148
2022-03-12,3595,0,0,3755,8459,8499,3328,24041,0,0.10825535025628195,-0.6934795235196081
2022-03-13,3814,0,0,4531,8502,12193,4217,29443,3,1.430093823090444,-0.4569903344368397
2022-03-14,3890,0,0,6689,7886,12468,4021,31064,3,1.9725487405928204,0.6689376961443712
2022-03-15,4853,1,0,7708,11521,15855,5146,40230,1,4.501852569747899,0.08734781449478539
2022-03-16,3561,0,0,4008,7405,9493,3155,24061,0,0.06411878554653039,-0.3515805774708555
2022-03-17,3072,0,0,3569,6440,8573,4086,22668,0,-0.3404476232799659,-0.19119635990517153
2022-03-18,1399,0,1,1238,2209,2381,835,6663,2,-4.970621182807024,-0.0771373640008223
2022-03-19,3847,0,0,4518,9071,9146,3795,26530,3,0.8664206543809533,-0.5042446803841893
2022-03-20,2860,0,0,3411,5512,6690,3962,19575,0,-1.06575850003682,0.06320622510548957
2022-03-21,3970,0,0,5201,5976,12340,5245,28762,3,1.5546194761992256,0.6002848611545005
2022-03-22,4146,0,0,5231,9164,10130,4982,29507,3,1.8328200285689635,-0.1618253060412536
2022-03-23,3451,0,0,4431,7446,7634,4203,23714,0,0.18240183235173021,-0.012003966107237774
2022-03-24,3412,0,0,3827,7596,10103,3956,25482,0,0.37050283345078416,-0.46083503695887384
2022-03-25,4637,1,0,5627,13821,12593,6572,38613,1,4.168225770934704,-1.2370599304240575
2022-03-26,3595,0,0,5142,7235,11354,4246,27977,3,1.1051018981096719,0.2019873444318032
2022-03-27,3962,0,0,4965,8701,10571,4992,29229,3,1.6514854873498201,-0.18078675028523777
2022-03-28,3694,0,0,5974,6702,10919,3660,27255,3,1.0078757721316418,0.7067930769216502
2022-03-29,3229,0,0,4874,5604,8726,2586,21790,0,-0.5446650323264599,0.5212011185816968
2022-03-30,2990,0,0,4113,6850,7883,2600,21446,0,-0.7685783473796596,-0.12726818381339922
2022-03-31,3769,0,0,6008,8947,8594,4219,27768,3,1.3067117134452302,0.26287273590399424
2022-04-01,3282,0,0,4985,6824,8560,3274,23643,0,-0.016700028750741055,0.2982003506690787
2022-04-02,3103,0,0,4460,5392,8501,3573,21926,0,-0.469661024851531,0.46701000675508914
2022-04-03,3266,0,0,4574,5302,9939,4141,23956,0,0.07825570645968402,0.5190452716020187
2022-04-04,3612,0,0,4111,7968,9212,3394,24685,0,0.27155315564754523,-0.42639496698716184
2022-04-05,3363,0,0,3861,6331,7758,3500,21450,0,-0.4919807424933258,-0.026494086424671274
2022-04-06,3331,0,0,4863,7565,7795,3802,24025,0,0.17292765814932243,0.11522371376792735
2022-04-07,3333,0,0,4726,6510,10592,3731,25559,0,0.3865422630768031,0.20343949483987636
2022-04-08,3145,0,0,4353,5714,10027,3319,23413,0,-0.22848443030602952,0.24305432201783353
2022-04-09,3074,0,0,3735,6297,8614,2825,21471,0,-0.7523983126205146,-0.16674440358507708
2022-04-10,3416,0,0,4101,8574,8899,3242,24816,0,0.19759262147058412,-0.5945211191466553
2022-04-11,3735,0,0,4455,7447,11619,4354,27875,3,1.0908223232540206,-0.1711052996122573
2022-04-12,3031,0,0,4471,6266,7240,3636,21613,0,-0.5186847772362514,0.29714767280596294
2022-04-13,3588,0,0,4735,6899,10319,3881,25834,3,0.5926968265487645,0.12982101929700954
2022-04-14,1997,0,1,2231,2153,3999,1572,9955,2,-3.8559001042795145,0.37761854579807336
2022-04-15,3241,0,0,4349,5776,10138,4000,24263,0,0.08553160879981755,0.26853523393322354
2022-04-16,3502,0,0,4867,7632,9034,4018,25551,3,0.5656343855151537,0.05937028466648985
2022-04-17,3432,1,0,3596,8094,9792,4433,25915,0,0.5258258655405182,-0.6529050330998147
2022-04-18,3261,0,0,3071,6493,9250,3920,22734,0,-0.3299160492936156,-0.4724788393427799
2022-04-19,3126,0,0,4375,5990,8990,3715,23070,0,-0.22022665957401438,0.25390673262253843
2022-04-20,3567,0,0,5111,5917,9553,3645,24226,0,0.26850769713511247,0.5859741524540673
2022-04-21,3329,0,0,3736,6493,8633,3494,22356,0,-0.355876216934879,-0.16906320393895274
2022-04-22,4126,0,0,4778,8509,12208,4009,29504,3,1.5806107988839497,-0.3560324333232414
2022-04-23,4174,0,0,5364,8402,11296,4687,29749,3,1.8311133113193598,0.030831504215880292
2022-04-24,3202,0,0,4382,5955,7887,3863,22087,0,-0.3373754647572105,0.32951884416979427
2022-04-25,3341,0,0,4205,5084,7711,4324,21324,0,-0.3830647642479592,0.5274407488808809
2022-04-26,3541,0,0,4352,7394,8412,3172,23330,0,-0.03129782017310478,-0.14060249710150152
2022-04-27,3641,0,0,4697,7885,7236,3933,23751,0,0.27833104148858734,-0.006606165102457683
2022-04-28,3787,0,0,4003,7734,9678,3954,25369,3,0.5490085904032698,-0.3917867618660518
2022-04-29,3945,0,0,5257,9266,11574,4161,30258,3,1.7430027558680778,-0.30557977002802933
2022-04-30,4540,1,0,5658,11129,13691,6079,36557,1,3.586223841962496,-0.5811835845720654
2022-05-01,3836,0,0,6004,7709,10536,4401,28650,3,1.4863445045888033,0.5198609457504243
2022-05-02,3935,0,0,4288,8801,10199,4575,27863,3,1.2414820172953056,-0.5289648522320386
2022-05-03,3981,0,0,3949,8068,9243,3869,25129,3,0.5849420151172275,-0.4891974771811659
2022-05-04,3352,0,0,5355,7292,7604,3398,23649,0,0.09895480350707066,0.3945675584447489
2022-05-05,2840,0,0,3958,5630,7018,2895,19501,0,-1.1968938575862287,0.1905959001439743
2022-05-06,3722,0,0,4814,7325,9118,4091,25348,3,0.6262047520326672,0.12334407742791184
2022-05-07,3775,0,0,5511,8618,8376,3773,26278,3,0.8931431878473919,0.10434398405823059
2022-05-08,2814,0,0,3336,4923,7252,3287,18798,0,-1.3695841684988102,0.11438953053628043
2022-05-09,3276,0,0,3873,6199,7262,3054,20388,0,-0.8015181648248225,0.005103951825034383
2022-05-10,3596,0,0,5474,7613,9084,3822,25993,3,0.7303404929171723,0.32698983195205217
2022-05-11,3493,0,0,5387,6797,10318,3302,25804,3,0.5234472226344064,0.4127626772445986
2022-05-12,3935,0,0,5355,8061,9436,4121,26973,3,1.1132890675518998,0.16182836646122656
2022-05-13,3794,0,0,4468,6209,11783,4852,27312,3,1.0622658985410212,0.19823890495650442
2022-05-14,3967,0,0,6073,8067,9830,4493,28463,3,1.5488595878830478,0.4959250278720666
2022-05-15,2870,0,0,3374,5401,7807,3414,19996,0,-1.0863464854821692,-0.013661964809913123
2022-05-16,2995,0,0,5032,6920,7956,2839,22747,0,-0.3748510858332298,0.28633854661076885
2022-05-17,3070,0,0,3254,6327,6898,2878,19357,0,-1.1847560190128792,-0.3108456426800444
2022-05-18,3278,0,0,3724,5040,7110,3723,19597,0,-0.8860455499231931,0.30481550523806883
2022-05-19,4065,0,0,6184,7213,12788,4147,30332,3,1.8579015041316747,0.617800190808977
2022-05-20,1464,0,1,1522,1798,3614,1073,8007,2,-4.63646050133196,0.12412303438644243
2022-05-21,1080,0,1,1149,1443,1575,995,5162,2,-5.396718507799952,0.13278520403505606
2022-05-22,1924,0,1,2297,2986,4157,1467,10907,2,-3.700595462803882,0.16621717966488378
2022-05-23,1781,0,1,2343,2773,2688,1500,9304,2,-4.050641157341606,0.312987484115036
2022-05-24,1616,0,1,1627,1725,2849,996,7197,2,-4.714564684948363,0.22460924661658555
2022-05-25,1199,0,1,940,1477,2063,950,5430,2,-5.326204494096148,0.0044885095688821765
2022-05-26,1549,0,1,988,2112,3143,1188,7431,2,-4.737831869098952,-0.1730529687355134
2022-05-27,2199,0,1,1709,2660,4453,1518,10340,2,-3.751210657708914,-0.01912173180526893
2022-05-28,2109,0,1,1868,4006,4741,1683,12298,2,-3.3486642147300465,-0.314483965921121
2022-05-29,1294,0,1,1183,2381,2378,1275,7217,2,-4.84605181704529,-0.11973771691002097
2022-05-30,1148,0,1,845,1791,2380,651,5667,2,-5.359261142901099,-0.1603814926807541
2022-05-31,1259,0,1,1339,2136,2404,684,6563,2,-5.068469880213798,-0.025358125841703685
2022-06-01,1200,0,1,1096,2119,2720,936,6871,2,-5.028387595282442,-0.1296989690389227
2022-06-02,1555,0,1,1795,2575,2556,1197,8123,2,-4.493356455568519,0.09768591296868236
2022-06-03,2155,0,1,2231,4218,3789,1539,11777,2,-3.3934965285581913,-0.17132151867917558
2022-06-04,1787,0,1,1927,3286,3813,1162,10188,2,-3.9810929680566565,-0.09147707286360732
2022-06-05,1664,0,1,1330,1637,3849,1383,8199,2,-4.486454021378555,0.09435682814488071
2022-06-06,1809,0,1,1750,2235,3090,1669,8744,2,-4.20134196196874,0.18179429273370523
2022-06-07,1439,0,1,1265,1895,3014,1014,7188,2,-4.834252043679967,0.003974414792216013
2022-06-08,1195,0,1,1054,1903,2885,1153,6995,2,-4.98390692322311,-0.08296408010592023
2022-06-09,1305,0,1,1123,1725,2706,853,6407,2,-5.087047853252763,-0.01402279880149194
2022-06-10,1367,0,1,1654,2338,2545,898,7435,2,-4.779703880137386,0.07389716481246579
2022-06-11,1576,0,1,1208,2766,2878,1426,8278,2,-4.483941824336334,-0.2203734390228145
2022-06-12,1275,0,1,1226,1349,2281,1160,6016,2,-5.118696383252688,0.17545564977741032
2022-06-13,1279,0,1,1338,1682,2365,963,6348,2,-5.065639342377296,0.11877219035432486
2022-06-14,2371,0,1,2605,2831,4978,2206,12620,2,-3.0279023960882134,0.3699098318930155
2022-06-15,1375,0,1,1674,1457,1869,950,5950,2,-5.060714636835538,0.35677007435363545
2022-06-16,1122,0,1,822,1584,2255,1075,5736,2,-5.296658756580031,-0.0798361405779189
2022-06-17,1307,0,1,1066,2259,2754,1240,7319,2,-4.846176110210529,-0.1597688714418601
2022-06-18,1847,0,1,1777,2031,3100,1426,8334,2,-4.3020443649642655,0.23256312483271419
2022-06-19,1661,0,1,1838,2073,3396,1081,8388,2,-4.427440426563408,0.20791157939682403
2022-06-20,1651,0,1,1447,1764,3759,1406,8376,2,-4.437976649183356,0.11889923157761229
2022-06-21,3504,0,0,3614,7630,10152,4456,25852,3,0.5386854439919342,-0.5329344884550595
2022-06-22,4045,0,0,4170,8869,10313,3878,27230,3,1.047754640394015,-0.6532886393271552
2022-06-23,3668,0,0,3452,6972,8482,4823,23729,0,0.25260020340636113,-0.32252149350160075
2022-06-24,4103,0,0,6090,7144,10480,4997,28711,3,1.7135304038228256,0.7609639319239813
2022-06-25,2957,0,0,3203,5901,7179,2613,18896,0,-1.3848743594962933,-0.25230389580921414
2022-06-26,3438,0,0,4061,5038,9034,3780,21913,0,-0.34386975946555465,0.37638333831241044
2022-06-27,3053,0,0,2977,7189,7859,3026,21051,0,-0.869059321536389,-0.705226344049331
2022-06-28,3170,0,0,3885,7059,9028,3769,23741,0,-0.09628273606484984,-0.25627233437251384
2022-06-29,3697,0,0,4216,7258,11563,4824,27861,3,1.1144145433738615,-0.19415649394203024
2022-06-30,4086,0,0,4764,7433,11201,4379,27777,3,1.2771642589370702,0.0009072301251632759
2022-07-01,3400,1,0,5877,9079,10815,4110,29881,3,1.4865897049034837,0.050091663428755824
2022-07-02,3300,0,0,4578,6034,8413,4108,23133,0,-0.035480265062127626,0.39189493098389505
2022-07-03,2954,0,0,3808,4956,8252,2848,19864,0,-1.1276201456271762,0.24600762975858098
2022-07-04,3757,0,0,4349,7936,8137,3403,23825,0,0.213686355404271,-0.2560477285403133
2022-07-05,3927,0,0,6215,7910,11672,4065,29862,3,1.7223978259137565,0.48696624934387667
2022-07-06,3018,0,0,4296,5506,7822,3191,20815,0,-0.7901851720699983,0.3647368316938573
2022-07-07,3706,0,0,4998,7890,10746,4394,28028,3,1.1938524598216669,-0.0005107881976181787
2022-07-08,3176,0,0,4484,5987,8055,3250,21776,0,-0.4953393178944339,0.31628200235521536
2022-07-09,3268,0,0,2897,6202,8117,4155,21371,0,-0.5634164346104159,-0.4038313646185671
2022-07-10,3861,1,0,6200,6759,10671,5571,29201,3,1.7885686798725149,0.9424042105721049
2022-07-11,4445,1,0,5009,11709,14419,6430,37567,1,3.7216902952780164,-1.0452197725448267
2022-07-12,3756,0,0,5203,6793,10195,4752,26943,3,1.0720044003606597,0.44153027197004663
2022-07-13,2966,0,0,4416,6124,6863,2433,19836,0,-1.083592001396393,0.24284892439328848
2022-07-14,4035,0,0,5348,7738,9788,4118,26992,3,1.1508834947110844,0.23125924470695453
2022-07-15,3415,0,0,3953,6124,8108,3118,21303,0,-0.5544176226772626,0.029458341875095526
2022-07-16,4037,0,0,5432,7033,10050,4446,26961,3,1.189255108643157,0.4712400802500049
2022-07-17,3903,0,0,5449,8249,9148,5048,27894,3,1.4390659028069839,0.23140452959789704
2022-07-18,3799,0,0,5267,7551,10325,5139,28282,3,1.4309960486490698,0.28722150328202795
2022-07-19,3131,0,0,3164,5787,10000,2989,21940,0,-0.7017072244166135,-0.3410769247770069
2022-07-20,3940,0,0,6506,9249,11315,4936,32006,3,2.341592304431028,0.334815231903099
2022-07-21,2813,0,0,2851,6008,8498,2724,20081,0,-1.2594967822831464,-0.4978973450440936
2022-07-22,4113,0,0,6157,8325,10602,5453,30537,3,2.1708053512478465,0.49810639933568934
2022-07-23,3857,1,0,6681,10001,11830,5826,34338,1,2.9200522522379417,0.24781677672938282
2022-07-24,3573,0,0,5071,7506,8977,4065,25619,3,0.6398554854088002,0.19370313851873747
2022-07-25,3883,0,0,5117,9879,11163,5217,31376,3,2.0969343432839964,-0.44360155978156846
2022-07-26,3973,0,0,5826,7041,9213,3566,25646,3,0.8234691754546513,0.62509284179471
2022-07-27,3868,0,0,5645,7086,8963,3384,25078,3,0.6209606658776246,0.5274316066441573
2022-07-28,4189,0,0,4662,7447,9687,4227,26023,3,0.9709073189802936,0.012150047772223817
2022-07-29,3057,0,0,3766,5946,8013,3246,20971,0,-0.7865400654574985,-0.000501251336703018
2022-07-30,3684,0,0,4803,8006,11139,4153,28101,3,1.135546233854716,-0.1563555528846872
2022-07-31,2817,0,0,2749,5045,7033,3736,18563,0,-1.403673816536995,-0.14477553159634926
2022-08-01,4197,0,0,6979,6767,11664,4765,30175,3,2.079589764664508,1.1989075474042923
2022-08-02,3890,0,0,4795,7088,7801,4476,24160,3,0.5448374609755166,0.2699021443245055
2022-08-03,2949,0,0,2744,5533,5944,2805,17026,0,-1.7618432000617474,-0.2913224533115764
2022-08-04,4183,0,0,5274,9467,9273,5098,29112,3,1.8136202346471162,-0.17566494588208628
2022-08-05,3641,1,0,6231,8482,13764,6035,34512,1,2.7817139961165704,0.37480368780634216
2022-08-06,2820,0,0,2915,6242,8541,2960,20658,0,-1.096871688489875,-0.5174538043802183
2022-08-07,2933,0,0,3982,4994,7219,3688,19883,0,-0.9687811298231491,0.421436519220007
2022-08-08,3750,0,0,4642,6765,10638,3448,25493,3,0.516709874181858,0.08141639194573305
2022-08-09,3535,0,0,4781,8104,9535,4385,26805,3,0.8733325417349028,-0.10473405951291644
2022-08-10,3278,0,0,4261,7513,7189,3449,22412,0,-0.2782865021420079,-0.14268978503192525
2022-08-11,3600,0,0,4295,6399,9058,3328,23080,0,-0.06220942121403923,0.08471047452016076
2022-08-12,2940,0,0,3550,6460,7873,3551,21434,0,-0.7156553040040475,-0.2124122856507633
2022-08-13,3158,0,0,4254,6091,7636,3551,21532,0,-0.5218783071235827,0.22341472373619792
2022-08-14,3198,0,0,4010,6461,7725,3632,21828,0,-0.45481497628925355,0.014155145059796613
2022-08-15,1885,0,1,1068,2816,3043,1375,8302,2,-4.36171326529535,-0.30362987848679646
2022-08-16,4139,0,0,4770,8957,11456,4136,29319,3,1.5883832611312758,-0.4369259925937013
2022-08-17,4111,0,0,4783,8607,11049,3771,28210,3,1.3043040762367253,-0.3432955411927076
2022-08-18,2910,0,0,3906,5775,9190,2929,21800,0,-0.7468170245033104,0.03023067523857286
2022-08-19,1483,0,1,1800,1610,3564,1014,7988,2,-4.612595814241984,0.30035984632149426
2022-08-20,4112,0,0,4938,7230,10633,4269,27070,3,1.15833172780781,0.15441028193070697
2022-08-21,3587,0,0,4066,6878,10502,2908,24354,0,0.07710121366225772,-0.2461453989578761
2022-08-22,3829,0,0,4525,7568,9077,4117,25287,3,0.6408224780633065,-0.06868687924069067
2022-08-23,3344,0,0,3826,6402,9412,2989,22629,0,-0.377048253281572,-0.17461504818448448
2022-08-24,3991,1,0,7190,10624,14311,5750,37875,1,3.689303383586408,0.19296263115960235
2022-08-25,3233,0,0,3750,6207,9815,3923,23695,0,-0.09403210659092394,-0.11188199119768401
2022-08-26,2982,0,0,5025,5799,7966,3154,21944,0,-0.5094361398525457,0.6080008513429543
2022-08-27,3975,0,0,4519,7696,9575,4180,25970,3,0.84511105029101,-0.12229426456441124
2022-08-28,3462,0,0,4024,8408,10896,3797,27125,3,0.7133558578038476,-0.6379557657642541
2022-08-29,3043,0,0,4891,5797,6461,3799,20948,0,-0.5682084663967135,0.6635217738874564
2022-08-30,3900,0,0,5372,6538,10899,4063,26872,3,1.021701617109722,0.5092907754481483
2022-08-31,3870,0,0,5854,9366,9132,4853,29205,3,1.7136720300842425,0.10022230053435217
2022-09-01,4126,0,0,5567,7583,10333,3550,27033,3,1.1262898731099373,0.309673543973259
2022-09-02,2995,0,0,3399,5110,6886,4063,19458,0,-1.0221123947203425,0.16687561326500971
2022-09-03,3268,0,0,3943,7767,10486,4055,26251,0,0.47936283476293995,-0.46762013187222873
2022-09-04,3260,0,0,4383,7119,9863,3358,24723,0,0.11638363086560174,-0.11134801028799834
2022-09-05,2810,0,0,3102,4179,6386,2700,16367,0,-1.9617513497405084,0.20828878922521812
2022-09-06,3478,0,0,3309,7206,8070,3103,21688,0,-0.5036454741885761,-0.5554398186436015
2022-09-07,3112,0,0,4660,6774,7469,3883,22786,0,-0.18832776136662358,0.25382169824988005
2022-09-08,3254,0,0,4268,7116,7884,3134,22402,0,-0.3565122860288588,-0.08673941015510808
2022-09-09,3586,0,0,5015,7394,9501,5228,27138,3,1.1054949182261438,0.25561622097799713
2022-09-10,2844,0,0,4145,5641,6055,3353,19194,0,-1.149134606213246,0.34975332932788666
2022-09-11,2893,0,0,3621,5612,7885,2832,19950,0,-1.1448933362874196,-0.0020284095828873674
2022-09-12,4146,0,0,5345,11026,13328,4311,34010,1,2.604635090800298,-0.8095698453502934
2022-09-13,3878,0,0,5050,6730,9944,4811,26535,3,1.043639458763332,0.4067166758596964
2022-09-14,3010,0,0,3019,5575,7980,3490,20064,0,-1.0353120011806933,-0.22299464443470238
2022-09-15,3387,0,0,4768,7913,9138,3877,25696,0,0.5117023813047508,-0.0785587098187521
2022-09-16,3898,0,0,5547,6071,12688,3959,28265,3,1.2605251217765656,0.6250871555910402
2022-09-17,3991,0,0,4241,6959,10156,3365,24721,0,0.4310785989415396,-0.13321536009087656
2022-09-18,3934,0,0,4327,5979,10723,3991,25020,3,0.5434054252117521,0.18775710336075582
2022-09-19,2822,0,0,2531,4563,6694,3060,16848,0,-1.867351666423096,-0.14508381854998154
2022-09-20,3748,0,0,4838,7425,9012,3509,24784,0,0.4443982462398385,0.07192666991949184
2022-09-21,2939,0,0,3709,5761,8753,3591,21814,0,-0.6438897354762066,0.011244968449231221
2022-09-22,3301,0,0,4155,7779,9870,3297,25101,0,0.18606846514380643,-0.39792624676719207
2022-09-23,3098,0,0,3949,7417,7954,2906,22226,0,-0.5286005012523377,-0.33563992233158035
2022-09-24,3694,0,0,4663,8080,9259,4243,26245,3,0.8062626312305521,-0.146383019832545
2022-09-25,4030,0,0,6417,8442,10255,4163,29277,3,1.7236232627337629,0.5095664238660409
2022-09-26,3003,0,0,3781,7173,7610,4328,22892,0,-0.24067572524792727,-0.23249573182284008
2022-09-27,3649,0,0,3485,6480,8628,3096,21689,0,-0.4275772450859436,-0.30204128640416344
2022-09-28,2823,0,0,3680,6084,8172,3183,21119,0,-0.8845891501517122,-0.09295619297394232
2022-09-29,2990,0,0,3941,6350,7899,4178,22368,0,-0.37323442335697277,0.03918468562189477
2022-09-30,3860,0,0,3913,8336,11616,4435,28300,3,1.2000324418037118,-0.6510621701715527
2022-10-01,3713,0,0,4368,7428,8945,3668,24409,0,0.32922032859725053,-0.12964225612415817
2022-10-02,1969,0,1,1619,2365,3708,1461,9153,2,-4.101303420471941,0.04635976606114479
2022-10-03,4822,1,0,7135,12748,15422,6005,41310,1,4.795920644569799,-0.4266283913902831
2022-10-04,2953,0,0,3957,4655,7695,3187,19494,0,-1.128538748348488,0.44503636278671915
2022-10-05,4059,1,0,7826,9097,14047,4617,35587,1,3.146541355489082,0.8308074167954753
2022-10-06,4289,1,0,5363,8935,11226,4360,29884,3,1.8702753697613603,-0.13154127253022152
