Meal_Type,antecedent,consequent,support,confidence,lift,recommendation
Breakfast,"Hurum, Oondees, Sevai",Appam,0.0034223134839151265,0.625,3.6525000000000003,"[Breakfast] When students take [Hurum, Oondees, Sevai], they also often take [Appam] (support=0.003, confidence=0.62, lift=3.65). Suggestion: Pair these in the Breakfast menu / display or offer them as a combo."
Breakfast,"Masala Dosa, Vegetable Sandwich, Dosa",Oondees,0.0034223134839151265,0.7142857142857143,3.6361373817819813,"[Breakfast] When students take [Masala Dosa, Vegetable Sandwich, Dosa], they also often take [Oondees] (support=0.003, confidence=0.71, lift=3.64). Suggestion: Pair these in the Breakfast menu / display or offer them as a combo."
Breakfast,"Paniyaram, Appam, Kumol Sawul",Uttapam,0.0034223134839151265,0.7142857142857143,3.5861561119293075,"[Breakfast] When students take [Paniyaram, Appam, Kumol Sawul], they also often take [Uttapam] (support=0.003, confidence=0.71, lift=3.59). Suggestion: Pair these in the Breakfast menu / display or offer them as a combo."
Breakfast,"Uttapam, Rava Dosa, Sabudana Khichadi",Rava Idli,0.004106776180698152,0.75,3.5808823529411766,"[Breakfast] When students take [Uttapam, Rava Dosa, Sabudana Khichadi], they also often take [Rava Idli] (support=0.004, confidence=0.75, lift=3.58). Suggestion: Pair these in the Breakfast menu / display or offer them as a combo."
Lunch,"Lauki ke Kofte, Aloo Gobi, Koottu",Mushroom Do Pyaza,0.0034223134839151265,1.0,8.908536585365853,"[Lunch] When students take [Lauki ke Kofte, Aloo Gobi, Koottu], they also often take [Mushroom Do Pyaza] (support=0.003, confidence=1.00, lift=8.91). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Lauki ke Kofte, Aloo Gobi, Mushroom Do Pyaza",Koottu,0.0034223134839151265,1.0,8.801204819277109,"[Lunch] When students take [Lauki ke Kofte, Aloo Gobi, Mushroom Do Pyaza], they also often take [Koottu] (support=0.003, confidence=1.00, lift=8.80). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Aloo Gobi, Mushroom Do Pyaza, Koottu",Lauki ke Kofte,0.0034223134839151265,1.0,8.39655172413793,"[Lunch] When students take [Aloo Gobi, Mushroom Do Pyaza, Koottu], they also often take [Lauki ke Kofte] (support=0.003, confidence=1.00, lift=8.40). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Lauki ke Kofte, Mushroom Do Pyaza, Koottu",Aloo Gobi,0.0034223134839151265,1.0,7.7712765957446805,"[Lunch] When students take [Lauki ke Kofte, Mushroom Do Pyaza, Koottu], they also often take [Aloo Gobi] (support=0.003, confidence=1.00, lift=7.77). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Dum Aloo, Rasam, Methi Saag",Jalfrezi,0.0034223134839151265,1.0,7.689473684210527,"[Lunch] When students take [Dum Aloo, Rasam, Methi Saag], they also often take [Jalfrezi] (support=0.003, confidence=1.00, lift=7.69). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Jalfrezi, Rasam, Methi Saag",Dum Aloo,0.0034223134839151265,1.0,7.454081632653061,"[Lunch] When students take [Jalfrezi, Rasam, Methi Saag], they also often take [Dum Aloo] (support=0.003, confidence=1.00, lift=7.45). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Chaulai Saag, Rasam, Shahi Paneer",Khoya Paneer,0.0034223134839151265,0.8333333333333333,6.545698924731182,"[Lunch] When students take [Chaulai Saag, Rasam, Shahi Paneer], they also often take [Khoya Paneer] (support=0.003, confidence=0.83, lift=6.55). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Chaulai Saag, Khoya Paneer, Rasam",Shahi Paneer,0.0034223134839151265,0.7142857142857143,6.2865748709122204,"[Lunch] When students take [Chaulai Saag, Khoya Paneer, Rasam], they also often take [Shahi Paneer] (support=0.003, confidence=0.71, lift=6.29). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Jalfrezi, Dum Aloo, Methi Saag",Rasam,0.0034223134839151265,0.8333333333333333,6.180203045685279,"[Lunch] When students take [Jalfrezi, Dum Aloo, Methi Saag], they also often take [Rasam] (support=0.003, confidence=0.83, lift=6.18). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Jalfrezi, Dum Aloo, Rasam",Methi Saag,0.0034223134839151265,0.7142857142857143,5.963265306122449,"[Lunch] When students take [Jalfrezi, Dum Aloo, Rasam], they also often take [Methi Saag] (support=0.003, confidence=0.71, lift=5.96). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Chaulai Saag, Khoya Paneer, Shahi Paneer",Rasam,0.0034223134839151265,0.7142857142857143,5.297316896301668,"[Lunch] When students take [Chaulai Saag, Khoya Paneer, Shahi Paneer], they also often take [Rasam] (support=0.003, confidence=0.71, lift=5.30). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Khoya Paneer, Rasam, Shahi Paneer",Chaulai Saag,0.0034223134839151265,0.7142857142857143,5.041407867494825,"[Lunch] When students take [Khoya Paneer, Rasam, Shahi Paneer], they also often take [Chaulai Saag] (support=0.003, confidence=0.71, lift=5.04). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Shukto, Methi Saag",Lobiya,0.0054757015742642025,0.5333333333333333,4.304972375690608,"[Lunch] When students take [Shukto, Methi Saag], they also often take [Lobiya] (support=0.005, confidence=0.53, lift=4.30). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Shukto, Poriyal",Dal Tadka,0.004791238877481177,0.5,4.297058823529412,"[Lunch] When students take [Shukto, Poriyal], they also often take [Dal Tadka] (support=0.005, confidence=0.50, lift=4.30). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Kheer, Chana Masala",Kadhi Pakoda,0.0034223134839151265,0.5,4.271929824561403,"[Lunch] When students take [Kheer, Chana Masala], they also often take [Kadhi Pakoda] (support=0.003, confidence=0.50, lift=4.27). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Dal Tadka, Aloo Gobi",Jeera Aloo,0.004106776180698152,0.5454545454545455,4.1505681818181825,"[Lunch] When students take [Dal Tadka, Aloo Gobi], they also often take [Jeera Aloo] (support=0.004, confidence=0.55, lift=4.15). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Aloo Shimla Mirch, Mishti Chholar Dal",Shahi Paneer,0.0034223134839151265,0.45454545454545453,4.000547645125958,"[Lunch] When students take [Aloo Shimla Mirch, Mishti Chholar Dal], they also often take [Shahi Paneer] (support=0.003, confidence=0.45, lift=4.00). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Dal Makhani, Kaara Kozhambu",Kheer,0.0034223134839151265,0.5,3.9918032786885247,"[Lunch] When students take [Dal Makhani, Kaara Kozhambu], they also often take [Kheer] (support=0.003, confidence=0.50, lift=3.99). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Lobiya, Baingan Bharta",Mix Veg Curry,0.004791238877481177,0.4666666666666667,3.963953488372093,"[Lunch] When students take [Lobiya, Baingan Bharta], they also often take [Mix Veg Curry] (support=0.005, confidence=0.47, lift=3.96). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Lunch,"Lauki ke Kofte, Keerai Koottu",Avial,0.0034223134839151265,0.5,3.9486486486486485,"[Lunch] When students take [Lauki ke Kofte, Keerai Koottu], they also often take [Avial] (support=0.003, confidence=0.50, lift=3.95). Suggestion: Pair these in the Lunch menu / display or offer them as a combo."
Dinner,"Daal Dhokli, Aloo Phalliyaan",Chapati,0.0034223134839151265,0.5555555555555555,5.797619047619047,"[Dinner] When students take [Daal Dhokli, Aloo Phalliyaan], they also often take [Chapati] (support=0.003, confidence=0.56, lift=5.80). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Chaulai Saag, Lobiya",Gobhi Matar,0.004791238877481177,0.5833333333333333,5.681666666666667,"[Dinner] When students take [Chaulai Saag, Lobiya], they also often take [Gobhi Matar] (support=0.005, confidence=0.58, lift=5.68). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Lobiya, Theeyal",Curd Rice,0.004106776180698152,0.5454545454545455,5.572790845518119,"[Dinner] When students take [Lobiya, Theeyal], they also often take [Curd Rice] (support=0.004, confidence=0.55, lift=5.57). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Shukto, Lauki ke Kofte",Mushroom Do Pyaza,0.004791238877481177,0.5384615384615383,5.3883034773445715,"[Dinner] When students take [Shukto, Lauki ke Kofte], they also often take [Mushroom Do Pyaza] (support=0.005, confidence=0.54, lift=5.39). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Paneer Butter Masala, Kos Kootu",Jeera Rice,0.0034223134839151265,0.5555555555555555,5.375275938189844,"[Dinner] When students take [Paneer Butter Masala, Kos Kootu], they also often take [Jeera Rice] (support=0.003, confidence=0.56, lift=5.38). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Veg Biryani, Fruit Custard",Batata Saung,0.0034223134839151265,0.625,5.339912280701754,"[Dinner] When students take [Veg Biryani, Fruit Custard], they also often take [Batata Saung] (support=0.003, confidence=0.62, lift=5.34). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Jeera Rice, Khoya Paneer",Masoor Dal,0.0034223134839151265,0.5,5.217857142857143,"[Dinner] When students take [Jeera Rice, Khoya Paneer], they also often take [Masoor Dal] (support=0.003, confidence=0.50, lift=5.22). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Undhiyu, Fruit Custard",Kaara Kozhambu,0.0034223134839151265,0.5555555555555555,5.202991452991452,"[Dinner] When students take [Undhiyu, Fruit Custard], they also often take [Kaara Kozhambu] (support=0.003, confidence=0.56, lift=5.20). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Mix Veg Curry, Batata Saung",Veg Biryani,0.0034223134839151265,0.5,4.9358108108108105,"[Dinner] When students take [Mix Veg Curry, Batata Saung], they also often take [Veg Biryani] (support=0.003, confidence=0.50, lift=4.94). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Aloo Phalliyaan, Green Salad",Baingan Bharta,0.0034223134839151265,0.5555555555555555,4.889558232931726,"[Dinner] When students take [Aloo Phalliyaan, Green Salad], they also often take [Baingan Bharta] (support=0.003, confidence=0.56, lift=4.89). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Keerai Koottu, Aloo Matar",Navrattan Korma,0.004791238877481177,0.5384615384615383,4.796904315196997,"[Dinner] When students take [Keerai Koottu, Aloo Matar], they also often take [Navrattan Korma] (support=0.005, confidence=0.54, lift=4.80). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Pav Bhaji, Poriyal",Lobiya,0.004106776180698152,0.4615384615384615,4.782324058919803,"[Dinner] When students take [Pav Bhaji, Poriyal], they also often take [Lobiya] (support=0.004, confidence=0.46, lift=4.78). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Pav Bhaji, Lobiya",Poriyal,0.004106776180698152,0.4285714285714286,4.6727078891258,"[Dinner] When students take [Pav Bhaji, Lobiya], they also often take [Poriyal] (support=0.004, confidence=0.43, lift=4.67). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Kheer, Mix Veg Curry",Daal Dhokli,0.004106776180698152,0.4615384615384615,4.5561330561330555,"[Dinner] When students take [Kheer, Mix Veg Curry], they also often take [Daal Dhokli] (support=0.004, confidence=0.46, lift=4.56). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Shukto, Kadai Paneer",Kofta,0.006160164271047228,0.5,4.509259259259259,"[Dinner] When students take [Shukto, Kadai Paneer], they also often take [Kofta] (support=0.006, confidence=0.50, lift=4.51). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Sambar, Kadai Paneer",Pav Bhaji,0.004791238877481177,0.5,4.509259259259259,"[Dinner] When students take [Sambar, Kadai Paneer], they also often take [Pav Bhaji] (support=0.005, confidence=0.50, lift=4.51). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Pav Bhaji, Keerai Koottu",Kofta,0.004106776180698152,0.5,4.509259259259259,"[Dinner] When students take [Pav Bhaji, Keerai Koottu], they also often take [Kofta] (support=0.004, confidence=0.50, lift=4.51). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Rajma, Gatte ki Sabzi",Avial,0.0054757015742642025,0.5,4.4815950920245395,"[Dinner] When students take [Rajma, Gatte ki Sabzi], they also often take [Avial] (support=0.005, confidence=0.50, lift=4.48). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Pav Bhaji, Keerai Koottu",Navrattan Korma,0.004106776180698152,0.5,4.454268292682927,"[Dinner] When students take [Pav Bhaji, Keerai Koottu], they also often take [Navrattan Korma] (support=0.004, confidence=0.50, lift=4.45). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
Dinner,"Aloo Gobi, Kadai Paneer",Fruit Custard,0.0054757015742642025,0.42105263157894735,4.393984962406015,"[Dinner] When students take [Aloo Gobi, Kadai Paneer], they also often take [Fruit Custard] (support=0.005, confidence=0.42, lift=4.39). Suggestion: Pair these in the Dinner menu / display or offer them as a combo."
